"","YearStart","LocationDesc","Class","Question","Data_Value","StratificationCategory1","Stratification1"
"6515",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",39,"Age (years)","45 - 54"
"6516",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.9,"Age (years)","55 - 64"
"6517",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31,"Age (years)","65 or older"
"6518",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.3,"Income","Less than $15,000"
"6519",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.5,"Income","$15,000 - $24,999"
"6520",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",39.8,"Income","$25,000 - $34,999"
"6521",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.3,"Income","$35,000 - $49,999"
"6522",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34,"Income","$50,000 - $74,999"
"6523",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.2,"Income","$75,000 or greater"
"6524",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.2,"Income","Data not reported"
"6525",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.2,"Race/Ethnicity","Non-Hispanic White"
"6526",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",40.1,"Race/Ethnicity","Non-Hispanic Black"
"6527",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.2,"Race/Ethnicity","Hispanic"
"6528",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Asian"
"6529",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6530",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.6,"Race/Ethnicity","American Indian/Alaska Native"
"6531",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.9,"Race/Ethnicity","2 or more races"
"6532",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6533",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.5,"Gender","Male"
"6534",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.5,"Gender","Female"
"6535",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.3,"Education","Less than high school"
"6536",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.2,"Education","High school graduate"
"6537",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36,"Education","Some college or technical school"
"6538",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.3,"Education","College graduate"
"6539",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.9,"Age (years)","18 - 24"
"6540",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.8,"Age (years)","25 - 34"
"6541",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",45.2,"Age (years)","35 - 44"
"6542",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",40.5,"Age (years)","45 - 54"
"6543",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.6,"Age (years)","55 - 64"
"6544",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.3,"Age (years)","65 or older"
"6545",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.6,"Income","Less than $15,000"
"6546",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",42.7,"Income","$15,000 - $24,999"
"6547",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.6,"Income","$25,000 - $34,999"
"6548",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.4,"Income","$35,000 - $49,999"
"6549",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.1,"Income","$50,000 - $74,999"
"6550",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.5,"Income","$75,000 or greater"
"6551",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.9,"Income","Data not reported"
"6552",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Race/Ethnicity","Non-Hispanic White"
"6553",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",42,"Race/Ethnicity","Non-Hispanic Black"
"6554",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.9,"Race/Ethnicity","Hispanic"
"6555",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Asian"
"6556",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6557",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",48.3,"Race/Ethnicity","American Indian/Alaska Native"
"6558",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.2,"Race/Ethnicity","2 or more races"
"6559",2016,"Louisiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6560",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.3,"Gender","Male"
"6561",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.5,"Gender","Female"
"6562",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.7,"Education","Less than high school"
"6563",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.3,"Education","High school graduate"
"6564",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.8,"Education","Some college or technical school"
"6565",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.9,"Education","College graduate"
"6566",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",20.7,"Age (years)","18 - 24"
"6567",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.8,"Age (years)","25 - 34"
"6568",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30,"Age (years)","35 - 44"
"6569",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.3,"Age (years)","45 - 54"
"6570",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33,"Age (years)","55 - 64"
"6571",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.7,"Age (years)","65 or older"
"6572",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.1,"Income","Less than $15,000"
"6573",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.1,"Income","$15,000 - $24,999"
"6574",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.2,"Income","$25,000 - $34,999"
"6575",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.1,"Income","$35,000 - $49,999"
"6576",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.9,"Income","$50,000 - $74,999"
"6577",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.1,"Income","$75,000 or greater"
"6578",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.3,"Income","Data not reported"
"6579",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.9,"Race/Ethnicity","Non-Hispanic White"
"6580",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic Black"
"6581",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.2,"Race/Ethnicity","Hispanic"
"6582",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Asian"
"6583",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6584",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",48,"Race/Ethnicity","American Indian/Alaska Native"
"6585",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.1,"Race/Ethnicity","2 or more races"
"6586",2016,"Maine","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6587",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.3,"Gender","Male"
"6588",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.5,"Gender","Female"
"6589",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.4,"Education","Less than high school"
"6590",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.6,"Education","High school graduate"
"6591",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.8,"Education","Some college or technical school"
"6592",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.2,"Education","College graduate"
"6593",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",16.3,"Age (years)","18 - 24"
"6594",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.3,"Age (years)","25 - 34"
"6595",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.7,"Age (years)","35 - 44"
"6596",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.6,"Age (years)","45 - 54"
"6597",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.5,"Age (years)","55 - 64"
"6598",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.2,"Age (years)","65 or older"
"6599",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.5,"Income","Less than $15,000"
"6600",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.6,"Income","$15,000 - $24,999"
"6601",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.3,"Income","$25,000 - $34,999"
"6602",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.8,"Income","$35,000 - $49,999"
"6603",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Income","$50,000 - $74,999"
"6604",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.6,"Income","$75,000 or greater"
"6605",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.7,"Income","Data not reported"
"6606",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.6,"Race/Ethnicity","Non-Hispanic White"
"6607",2016,"Maryland","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.6,"Race/Ethnicity","Non-Hispanic Black"
